Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Bleaching_Severity_Int,Thermal_Stress_Index,Bleaching_Impact,Wind_Mitigation,Bleaching_Duration_weeks
29,-23.4439,151.9286,Pacific,Southern Great Barrier Reef,Sheltered,0.0731,51.57,2,1998,75.0,297.35,5.0,5.48,31.79,5.24,10.05,15-02-1998,2.0,0.6911340311986871,0.8764536124794748,0.6,8
63,-18.7502,147.2688,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0458,44.2,2,1998,75.0,299.18,2.0,2.05,4.43,2,0.44,15-02-1998,2.0,0.4775021458426636,0.7910008583370655,0.9,11
65,-17.2661,146.3636,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0755,46.35,2,1998,75.0,299.52,3.0,0.85,2.49,0.73,0.4,15-02-1998,2.0,0.43626595387371137,0.7745063815494846,0.7999999999999999,10
81,-20.193,150.082,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0743,48.0,3,2002,75.0,298.52,8.0,0.46,3.14,-0.02,0.24,15-03-2002,2.0,0.3936701373339291,0.7574680549335716,0.29999999999999993,4
85,-20.1559,149.0719,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0627,46.13,3,2002,75.0,298.55,7.0,0.41,4.91,-0.09,0.37,15-03-2002,2.0,0.4029880392595911,0.7611952157038364,0.3999999999999999,5
95,-18.6587,146.4852,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0832,46.29,2,1998,75.0,299.23,2.0,1.28,6.15,1.22,0.57,15-02-1998,2.0,0.4623651851022551,0.784946074040902,0.9,11
95,-18.6587,146.4852,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0832,46.29,5,1998,75.0,299.23,4.0,0.81,6.8,-3.49,0.57,15-05-1998,2.0,0.4498514703687128,0.7799405881474851,0.7,9
121,-19.15,146.85,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1919,43.39,4,1998,75.0,299.11,4.0,0.92,8.86,-1.76,0.61,15-04-1998,2.0,0.4614082325720266,0.7845632930288107,0.7,9
436,-20.1069,148.7145,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0783,46.8,3,2002,75.0,298.55,6.0,0.41,9.9,-0.26,0.44,15-03-2002,2.0,0.43134031198686384,0.7725361247947455,0.4999999999999999,6
437,-20.1007,148.3156,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1601,44.25,3,2002,75.0,298.59,5.0,0.03,2.05,-0.8,0.68,15-03-2002,2.0,0.3749482198835644,0.7499792879534257,0.6,7
441,-20.0801,148.2979,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1354,36.16,3,2002,75.0,298.59,5.0,0.03,2.05,-0.8,0.68,15-03-2002,2.0,0.3749482198835644,0.7499792879534257,0.6,7
442,-20.0769,148.4869,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0641,36.16,3,2002,75.0,298.64,5.0,0.34,8.44,-0.34,0.61,15-03-2002,2.0,0.4235867293625902,0.7694346917450361,0.6,7
443,-20.0667,148.5371,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0836,47.02,3,2002,75.0,298.63,6.0,0.7,14.14,0.01,0.54,15-03-2002,2.0,0.46805847887744356,0.7872233915509774,0.4999999999999999,6
444,-20.0643,148.266,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1229,36.16,3,2002,75.0,298.54,5.0,0.51,2.2,-0.24,0.52,15-03-2002,2.0,0.3907101806239743,0.7562840722495897,0.6,7
445,-20.064,148.8912,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0557,47.44,3,2002,75.0,298.69,6.0,1.65,47.17,1.28,10.66,15-03-2002,2.0,0.6904579974623071,0.8761831989849228,0.4999999999999999,7
446,-20.0529,148.466,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0641,36.16,3,2002,75.0,298.68,5.0,0.25,1.47,-0.45,0.6,15-03-2002,2.0,0.38219463725929215,0.7528778549037168,0.6,7
449,-20.0188,148.6241,Pacific,Central and northern Great Barrier Reef,Sheltered,0.076,47.02,3,2002,75.0,298.63,6.0,0.25,10.72,-0.42,0.49,15-03-2002,2.0,0.4331094193163151,0.773243767726526,0.4999999999999999,6
507,-24.8362,152.4829,Pacific,Moreton Bay eastern Australia,Exposed,0.095,41.58,3,1998,75.0,296.53,5.0,0.81,13.38,0.1,0.64,15-03-1998,2.0,0.39856788326615833,0.7594271533064634,0.6,7
541,-20.8572,150.3798,Pacific,Pompey and Swain Reefs south-east Great Barrier Reef,Sheltered,0.066,56.24,3,2002,75.0,298.35,7.0,0.5,4.61,0.05,0.3,15-03-2002,2.0,0.3978187975817295,0.7591275190326918,0.3999999999999999,5
542,-20.8143,149.2671,Pacific,Southern Great Barrier Reef,Sheltered,0.0809,43.35,3,2002,75.0,298.06,6.0,0.11,10.78,-0.67,0.58,15-03-2002,2.0,0.4099035303776686,0.7639614121510674,0.4999999999999999,6
543,-20.7502,149.159,Pacific,Southern Great Barrier Reef,Sheltered,0.0891,41.53,3,2002,75.0,298.12,6.0,0.07,10.66,-0.69,0.57,15-03-2002,2.0,0.4098128452007765,0.7639251380803106,0.4999999999999999,6
552,-20.1305,148.608,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0969,46.8,3,2002,75.0,298.53,6.0,0.55,11.12,-0.17,0.4,15-03-2002,2.0,0.44244290192566016,0.776977160770264,0.4999999999999999,6
559,-19.298,148.0791,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0746,48.25,3,2002,75.0,298.9,6.0,0.54,8.79,0.03,0.36,15-03-2002,2.0,0.4410105052992978,0.7764042021197191,0.4999999999999999,6
560,-19.2817,148.3483,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0626,48.12,3,2002,75.0,298.86,7.0,0.53,1.17,0.04,0.24,15-03-2002,2.0,0.39605659426780104,0.7584226377071204,0.3999999999999999,5
572,-17.3542,146.5346,Pacific,Central and northern Great Barrier Reef,Exposed,0.0581,50.82,3,2002,75.0,299.53,8.0,0.24,1.05,-0.51,0.32,15-03-2002,2.0,0.407378060158231,0.7629512240632924,0.29999999999999993,4
573,-17.3098,146.5442,Pacific,Central and northern Great Barrier Reef,Exposed,0.0494,46.35,3,2002,75.0,299.53,9.0,0.26,1.41,-0.49,0.37,15-03-2002,2.0,0.41011316987609936,0.7640452679504397,0.19999999999999996,2
575,-17.0136,146.2169,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1357,41.37,3,2002,75.0,299.53,8.0,0.01,0.0,-0.81,0.4,15-03-2002,2.0,0.3934811165845633,0.7573924466338253,0.29999999999999993,4
579,-16.803,146.1847,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0634,44.4,3,2002,75.0,299.58,9.0,-0.3,1.04,-1.1,0.49,15-03-2002,2.0,0.3903425884460357,0.7561370353784143,0.19999999999999996,2
580,-16.7675,145.9923,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0971,48.71,3,2002,75.0,299.52,8.0,0.19,2.29,-0.82,0.46,15-03-2002,2.0,0.41237096954769253,0.764948387819077,0.29999999999999993,4
581,-15.9057,145.6581,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0604,47.14,3,2002,75.0,299.53,8.0,0.18,5.4,-0.7,0.53,15-03-2002,2.0,0.4300250037318987,0.7720100014927594,0.29999999999999993,4
583,-15.6085,145.6271,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0903,44.64,3,2002,75.0,299.49,8.0,0.17,1.05,-0.75,0.49,15-03-2002,2.0,0.40365063815494884,0.7614602552619796,0.29999999999999993,4
584,-15.5584,145.6513,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0645,42.91,3,2002,75.0,299.52,8.0,0.46,0.0,-0.31,0.45,15-03-2002,2.0,0.4086699507389151,0.7634679802955661,0.29999999999999993,4
586,-15.4852,145.6554,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0656,38.46,3,2002,75.0,299.54,8.0,0.25,1.32,-0.52,0.52,15-03-2002,2.0,0.40958538587849014,0.763834154351396,0.29999999999999993,4
591,-14.732,145.1012,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1466,53.56,3,2002,75.0,299.38,8.0,-1.51,2.62,-2.41,0.44,15-03-2002,2.0,0.35102757874309576,0.7404110314972383,0.29999999999999993,4
598,-14.4143,144.9504,Pacific,Torres Strait and far northern Great Barrier Reef,Sheltered,0.1365,51.03,3,2002,75.0,299.48,8.0,-0.05,2.68,-0.84,0.48,15-03-2002,2.0,0.4049973876698023,0.7619989550679209,0.29999999999999993,4
600,-14.1737,144.2789,Pacific,Torres Strait and far northern Great Barrier Reef,Sheltered,0.1499,46.6,3,2002,75.0,299.57,8.0,0.11,2.98,-0.91,0.27,15-03-2002,2.0,0.4151748395282872,0.7660699358113149,0.29999999999999993,4
603,-14.078,143.9112,Pacific,Torres Strait and far northern Great Barrier Reef,Sheltered,0.0791,51.19,3,2002,75.0,299.92,7.0,-0.92,4.53,-1.75,0.66,15-03-2002,2.0,0.399958669204359,0.7599834676817436,0.3999999999999999,5
606,-13.6662,143.6905,Pacific,Torres Strait and far northern Great Barrier Reef,Sheltered,0.0786,47.46,3,2002,75.0,300.0,6.0,0.45,4.17,-0.26,0.68,15-03-2002,2.0,0.44778185176892,0.779112740707568,0.4999999999999999,6
829,-16.3029,145.4979,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1491,47.48,4,1998,75.0,299.52,5.0,1.28,9.93,-1.09,0.48,15-04-1998,2.0,0.49336626735333516,0.797346506941334,0.6,8
885,-18.0833,146.5667,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0957,21.71,4,1998,75.0,299.35,5.0,0.83,7.16,-1.23,0.59,15-04-1998,2.0,0.45652746678608863,0.7826109867144354,0.6,8
933,-19.875,147.9333,Pacific,Central and northern Great Barrier Reef,Exposed,0.1196,44.79,4,1998,75.0,298.71,3.0,0.79,9.68,-1.65,0.52,15-04-1998,2.0,0.44844827586206876,0.7793793103448274,0.7999999999999999,10
934,-19.8551,147.8947,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1199,44.79,4,1998,75.0,298.7,3.0,0.93,8.29,-1.41,0.62,15-04-1998,2.0,0.44504972757127814,0.7780198910285112,0.7999999999999999,10
935,-19.7285,147.7581,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1619,46.3,4,1998,75.0,298.85,3.0,0.26,7.74,-2.15,0.53,15-04-1998,2.0,0.4237473876698018,0.7694989550679208,0.7999999999999999,10
936,-19.725,147.8333,Pacific,Central and northern Great Barrier Reef,Exposed,0.0704,46.3,4,1998,75.0,298.83,3.0,0.83,5.86,-1.45,0.52,15-04-1998,2.0,0.4320639274518583,0.7728255709807433,0.7999999999999999,10
939,-19.2583,147.0667,Pacific,Central and northern Great Barrier Reef,Exposed,0.1799,41.67,4,1998,75.0,298.98,4.0,1.46,9.2,-1.19,0.64,15-04-1998,2.0,0.47769144648454986,0.79107657859382,0.7,9
940,-19.2167,146.8,Pacific,Central and northern Great Barrier Reef,Sheltered,0.2111,43.52,4,1998,75.0,299.11,4.0,0.19,12.48,-2.44,0.75,15-04-1998,2.0,0.456804000597105,0.782721600238842,0.7,9
941,-19.2123,146.7953,Pacific,Central and northern Great Barrier Reef,Sheltered,0.2111,43.52,4,1998,75.0,299.11,4.0,0.19,12.48,-2.44,0.75,15-04-1998,2.0,0.456804000597105,0.782721600238842,0.7,9
942,-19.2,148.8167,Pacific,Central and northern Great Barrier Reef,Exposed,0.0432,48.45,4,1998,75.0,299.06,5.0,0.81,2.91,-0.72,0.29,15-04-1998,2.0,0.42216627481713737,0.7688665099268549,0.6,7
943,-19.1996,146.8145,Pacific,Central and northern Great Barrier Reef,Sheltered,0.2197,43.52,4,1998,75.0,299.2,4.0,1.83,9.56,-0.89,0.68,15-04-1998,2.0,0.4997204806687562,0.7998881922675025,0.7,9
944,-19.1917,146.842,Pacific,Central and northern Great Barrier Reef,Sheltered,0.2173,43.52,4,1998,75.0,299.09,4.0,0.62,13.57,-2.04,0.7,15-04-1998,2.0,0.4771679541722636,0.7908671816689055,0.7,9
947,-19.1667,146.85,Pacific,Central and northern Great Barrier Reef,Sheltered,0.2173,43.52,4,1998,75.0,299.09,4.0,0.62,13.57,-2.04,0.7,15-04-1998,2.0,0.4771679541722636,0.7908671816689055,0.7,9
948,-19.158,146.867,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1955,43.39,4,1998,75.0,299.07,4.0,0.64,9.66,-2.07,0.59,15-04-1998,2.0,0.4549848858038513,0.7819939543215405,0.7,9
949,-19.1167,146.758,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1815,43.39,4,1998,75.0,299.19,4.0,0.39,7.09,-2.37,0.68,15-04-1998,2.0,0.43570281012091366,0.7742811240483655,0.7,9
951,-19.0333,146.6167,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1472,44.86,4,1998,75.0,299.17,4.0,0.78,6.69,-1.86,0.6,15-04-1998,2.0,0.4462215442603384,0.7784886177041354,0.7,9
954,-19.0298,146.6286,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1326,44.86,4,1998,75.0,299.17,4.0,0.78,6.69,-1.86,0.6,15-04-1998,2.0,0.4462215442603384,0.7784886177041354,0.7,9
956,-18.9654,146.6298,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1138,44.02,4,1998,75.0,299.15,4.0,0.91,9.61,-1.61,0.56,15-04-1998,2.0,0.46663839752201736,0.7866553590088069,0.7,9
959,-18.814,146.4321,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1466,60.2,4,1998,75.0,299.26,4.0,0.17,9.31,-2.39,0.68,15-04-1998,2.0,0.4430290901627105,0.7772116360650843,0.7,9
964,-18.7667,146.5333,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0904,60.2,4,1998,75.0,299.19,4.0,0.72,8.69,-1.59,0.65,15-04-1998,2.0,0.45617302955665034,0.7824692118226602,0.7,9
968,-18.6838,146.5824,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0576,48.95,4,1998,75.0,299.27,4.0,1.97,39.87,1.92,12.54,15-04-1998,2.0,0.679062826541274,0.8716251306165096,0.7,10
974,-18.56,146.4865,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0822,44.5,4,1998,75.0,299.24,4.0,0.54,7.8,-1.79,0.6,15-04-1998,2.0,0.44655135094790327,0.7786205403791613,0.7,9
977,-18.0529,146.5574,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0957,21.71,4,1998,75.0,299.3,5.0,0.93,8.84,-1.19,0.58,15-04-1998,2.0,0.46787916106881683,0.7871516644275267,0.6,8
981,-17.9655,146.1379,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1379,42.58,4,1998,75.0,299.42,5.0,0.52,5.06,-2.12,0.6,15-04-1998,2.0,0.43620484400656884,0.7744819376026275,0.6,7
982,-17.9559,146.1521,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1109,42.58,4,1998,75.0,299.39,5.0,1.42,3.14,-1.13,0.48,15-04-1998,2.0,0.4553450141812203,0.7821380056724881,0.6,8
988,-17.5303,146.3776,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0657,48.64,4,1998,75.0,299.45,5.0,-0.39,4.41,-2.56,0.4,15-04-1998,2.0,0.40211757351843497,0.7608470294073739,0.6,7
989,-17.4,146.4,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1447,50.82,4,1998,75.0,299.48,5.0,-0.47,9.83,-2.56,0.44,15-04-1998,2.0,0.43113962904911257,0.772455851619645,0.6,7
995,-16.9229,146.0021,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0619,44.24,4,1998,75.0,299.46,5.0,0.33,1.08,-2.24,0.31,15-04-1998,2.0,0.40835311240483546,0.7633412449619341,0.6,7
996,-16.7307,145.685,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1554,46.05,4,1998,75.0,299.5,5.0,1.15,8.05,-1.42,0.6,15-04-1998,2.0,0.47754487610091045,0.7910179504403642,0.6,8
1000,-16.3876,145.5644,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0758,63.92,4,1998,75.0,299.5,5.0,1.49,4.18,-1,0.43,15-04-1998,2.0,0.4672803776683085,0.7869121510673234,0.6,8
1026,-14.0608,121.9644,Indian,Scott Reef west Australia,Sheltered,0.0485,36.5,5,1998,75.0,301.89,6.0,0.79,13.69,0.07,0.99,15-05-1998,2.0,0.5756658643081048,0.830266345723242,0.4999999999999999,7
1027,-14.0833,121.85,Indian,Scott Reef west Australia,Sheltered,0.0435,49.37,5,1998,75.0,301.86,6.0,0.59,15.74,-0.17,1.08,15-05-1998,2.0,0.5794318181818188,0.8317727272727276,0.4999999999999999,7
1286,21.5544,-72.9692,Atlantic,Bahamas and Florida Keys,Exposed,0.0256,60.9,8,1998,75.0,300.19,7.0,-0.68,2.37,-1.02,0.31,15-08-1998,2.0,0.4048287990744891,0.7619315196297957,0.3999999999999999,5
1288,25.0881,-77.4737,Atlantic,Bahamas and Florida Keys,Sheltered,0.0385,62.92,8,1998,75.0,299.7,6.0,1.07,9.29,1.06,0.18,15-08-1998,2.0,0.488399854455888,0.7953599417823551,0.4999999999999999,6
1289,25.0881,-77.473,Atlantic,Bahamas and Florida Keys,Sheltered,0.0385,62.92,8,1998,75.0,299.7,6.0,1.07,9.29,1.06,0.18,15-08-1998,2.0,0.488399854455888,0.7953599417823551,0.4999999999999999,6
1290,27.2616,-78.3844,Atlantic,Bahamas and Florida Keys,Sheltered,0.1689,38.49,8,1998,75.0,299.37,5.0,0.94,12.05,0.87,0.11,15-08-1998,2.0,0.48876147559337235,0.795504590237349,0.6,8
1325,27.2649,-78.4,Atlantic,Bahamas and Florida Keys,Sheltered,0.1689,38.49,9,1998,75.0,299.37,6.0,-0.34,4.28,-1.29,0.11,15-09-1998,2.0,0.40047581728616233,0.760190326914465,0.4999999999999999,6
1343,24.5167,-76.65,Atlantic,Bahamas and Florida Keys,Sometimes,0.0359,57.31,10,1983,75.0,299.93,6.0,0.7,0.0,-0.55,0.16,15-10-1983,2.0,0.4304105090311984,0.7721642036124794,0.4999999999999999,6
1358,26.15,50.7008,Arabian Gulf,Persian Gulf,Sheltered,0.1794,46.43,8,1998,75.0,298.96,2.0,3.26,25.97,3.25,1.03,15-08-1998,2.0,0.6343876884609637,0.8537550753843854,0.9,12
1359,26.2923,50.9617,Arabian Gulf,Persian Gulf,Sheltered,0.1458,46.45,8,1998,75.0,299.14,2.0,3.83,27.21,3.83,0.86,15-08-1998,2.0,0.6669996454694727,0.866799858187789,0.9,12
1360,26.6,50.8,Arabian Gulf,Persian Gulf,Sheltered,0.1555,46.51,8,1998,75.0,299.19,2.0,3.4,26.89,3.39,0.8,15-08-1998,2.0,0.6519959135691895,0.8607983654276758,0.9,12
1418,16.2,-88.35,Atlantic,Belize and west Caribbean,Sheltered,0.0773,48.45,1,1999,75.0,301.53,5.0,0.46,0.0,-2.95,0.84,15-01-1999,2.0,0.4746798029556639,0.7898719211822656,0.6,8
1430,17.83,-87.98,Atlantic,Belize and west Caribbean,Exposed,0.0532,54.69,5,2007,75.0,301.02,5.0,2.41,0.0,1.16,0.55,15-05-2007,2.0,0.5251724137931034,0.8100689655172414,0.6,8
1469,16.1,-88.29,Atlantic,Belize and west Caribbean,Sheltered,0.0787,45.94,8,2007,75.0,301.55,5.0,1.49,5.11,1.44,0.78,15-08-2007,2.0,0.539887949693985,0.815955179877594,0.6,8
1562,16.21,-88.18,Atlantic,Belize and west Caribbean,Sheltered,0.0996,59.26,9,1998,75.0,301.42,5.0,0.23,2.67,0.23,0.85,15-09-1998,2.0,0.47830674354381225,0.7913226974175249,0.6,8
1563,16.3333,-88.1667,Atlantic,Belize and west Caribbean,Sheltered,0.0752,65.83,9,1998,75.0,301.4,4.0,0.59,1.13,0.59,0.85,15-09-1998,2.0,0.48131372219734214,0.7925254888789368,0.7,9
1564,16.43,-88.2,Atlantic,Belize and west Caribbean,Sheltered,0.07,56.0,9,1998,75.0,301.35,4.0,0.51,4.41,0.51,0.7,15-09-1998,2.0,0.49554942901925686,0.7982197716077027,0.7,9
1565,16.47,-88.28,Atlantic,Belize and west Caribbean,Sheltered,0.0892,51.02,9,1998,75.0,301.36,4.0,0.45,5.94,0.45,0.71,15-09-1998,2.0,0.5025020525451558,0.8010008210180624,0.7,9
1566,16.503,-88.3828,Atlantic,Belize and west Caribbean,Sheltered,0.1198,49.64,9,1998,75.0,301.32,4.0,0.64,3.56,0.52,0.71,15-09-1998,2.0,0.49421742051052414,0.7976869682042096,0.7,9
1567,16.5982,-88.2252,Atlantic,Belize and west Caribbean,Sheltered,0.098,54.0,9,1998,75.0,301.27,4.0,0.99,3.86,0.99,0.68,15-09-1998,2.0,0.5063488953575157,0.8025395581430063,0.7,9
1568,16.8,-88.08,Atlantic,Belize and west Caribbean,Sometimes,0.0445,49.04,9,1998,75.0,301.16,4.0,1.69,0.0,1.69,0.61,15-09-1998,2.0,0.5049425287356327,0.801977011494253,0.7,9
1569,16.8,-87.7667,Atlantic,Belize and west Caribbean,Sheltered,0.0983,47.62,9,1998,75.0,301.12,4.0,0.37,1.04,0.37,0.55,15-09-1998,2.0,0.4640207493655765,0.7856082997462306,0.7,9
1570,16.87,-88.12,Atlantic,Belize and west Caribbean,Sheltered,0.0814,57.9,9,1998,75.0,301.16,4.0,1.44,2.0,1.44,0.72,15-09-1998,2.0,0.5076854754440966,0.8030741901776386,0.7,9
1571,17.3,-87.5,Atlantic,Belize and west Caribbean,Exposed,0.0334,45.7,9,1998,75.0,301.0,4.0,0.67,3.28,0.68,0.42,15-09-1998,2.0,0.48315196297954865,0.7932607851918194,0.7,9
1572,17.3502,-88.2711,Atlantic,Belize and west Caribbean,Sheltered,0.1818,53.05,9,1998,75.0,301.06,4.0,1.94,2.65,1.93,0.94,15-09-1998,2.0,0.5253359643230328,0.8101343857292131,0.7,9
1574,18.0048,-87.8997,Atlantic,Belize and west Caribbean,Exposed,0.0368,42.11,9,1998,75.0,300.79,4.0,0.41,4.63,0.42,0.62,15-09-1998,2.0,0.47496034855948727,0.7899841394237949,0.7,9
1595,16.6,-88.2,Atlantic,Belize and west Caribbean,Sheltered,0.1005,54.0,10,1998,75.0,301.27,3.0,-0.09,8.31,-0.7,0.68,15-10-1998,2.0,0.4943916069562618,0.7977566427825047,0.7999999999999999,10
1599,16.8086,-87.6901,Atlantic,Belize and west Caribbean,Exposed,0.0335,47.62,10,1998,75.0,301.04,3.0,0.13,2.05,-0.16,0.43,15-10-1998,2.0,0.45885626586057665,0.7835425063442306,0.7999999999999999,10
1599,16.8086,-87.6901,Atlantic,Belize and west Caribbean,Exposed,0.0335,47.62,12,1998,75.0,301.04,9.0,0.04,1.0,-1.92,0.43,15-12-1998,2.0,0.4497869084938055,0.7799147633975222,0.19999999999999996,2
1603,16.63,-88.13,Atlantic,Belize and west Caribbean,Sheltered,0.118,54.0,11,1998,75.0,301.27,5.0,0.15,7.74,-1.49,0.96,15-11-1998,2.0,0.49942883266159094,0.7997715330646363,0.6,8
1648,32.503,-64.764,Atlantic,Bermuda,Exposed,0.0391,59.26,8,2003,75.0,296.09,5.0,1.0,4.6,1,0.09,15-08-2003,2.0,0.3407833258695325,0.736313330347813,0.6,7
1682,-17.785,-39.0,Atlantic,Brazil,Sometimes,0.1404,46.65,4,1998,75.0,299.08,6.0,1.19,3.18,0.87,0.21,15-04-1998,2.0,0.4374606284520073,0.774984251380803,0.4999999999999999,6
1683,-17.6667,-38.5,Atlantic,Brazil,Exposed,0.0583,47.39,4,1998,75.0,298.83,6.0,0.43,5.67,0.22,0.25,15-04-1998,2.0,0.41719127854903704,0.7668765114196148,0.4999999999999999,6
1684,-13.6952,-38.9047,Atlantic,Brazil,Exposed,0.1086,50.02,4,1998,75.0,299.95,5.0,1.12,9.94,0.83,0.33,15-04-1998,2.0,0.5020273548290791,0.8008109419316316,0.6,8
1826,18.4526,-64.6259,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Exposed,0.0489,59.77,9,1998,75.0,300.26,6.0,0.24,4.14,0.07,0.25,15-09-1998,2.0,0.4489086057620539,0.7795634423048216,0.4999999999999999,6
1889,19.3167,-81.2333,Atlantic,Cuba and Cayman Islands,Sheltered,0.0276,57.83,9,1998,75.0,301.08,8.0,0.05,4.0,0.02,0.27,15-09-1998,2.0,0.46849081952530225,0.7873963278101209,0.29999999999999993,4
1890,19.355,-81.1532,Atlantic,Cuba and Cayman Islands,Exposed,0.0293,99.43,9,1998,75.0,301.07,8.0,0.94,5.26,0.93,0.27,15-09-1998,2.0,0.5060111583818471,0.8024044633527389,0.29999999999999993,4
1891,19.3653,-81.2862,Atlantic,Cuba and Cayman Islands,Sheltered,0.0767,59.1,9,2009,75.0,301.06,3.0,2.06,1.69,2.05,0.36,15-09-2009,2.0,0.5240193499029702,0.8096077399611881,0.7999999999999999,10
1939,10.78,103.24,Pacific,Gulf of Thailand,Sheltered,0.1438,49.87,2,2009,75.0,302.43,2.0,0.4,0.0,-1.49,0.58,15-02-2009,2.0,0.5021674876847286,0.8008669950738915,0.9,12
1940,10.62,103.29,Pacific,Gulf of Thailand,Sheltered,0.0888,49.88,3,2009,75.0,302.19,3.0,1.46,0.84,0.41,0.46,15-03-2009,2.0,0.535610165696372,0.8142440662785488,0.7999999999999999,10
1989,10.6245,103.4935,Pacific,Gulf of Thailand,Sheltered,0.1609,49.88,5,1998,75.0,302.36,3.0,1.4,11.13,1.32,0.4,15-05-1998,2.0,0.5975900320943424,0.839036012837737,0.7999999999999999,11
2060,-7.0,71.0,Indian,Chagos Archipelago,Exposed,0.0371,26.33,4,2006,75.0,301.14,3.0,-0.1,0.0,-0.16,0.48,15-04-2006,2.0,0.44256157635467985,0.777024630541872,0.7999999999999999,10
2061,-6.1,71.7333,Indian,Chagos Archipelago,Sheltered,0.046,38.28,4,1998,75.0,301.2,4.0,-0.19,4.35,-0.25,0.4,15-04-1998,2.0,0.4661444805194806,0.7864577922077922,0.7,9
2069,-27.1667,-109.3333,Pacific,Easter Island south central Pacific,Exposed,0.0214,50.08,6,1980,75.0,295.5,,,,nd,0.21,15-06-1980,2.0,,,,0
2174,-12.2134,96.8636,Indian,Cocos Keeling Atolls Indian Ocean,Exposed,0.0328,43.94,11,1998,75.0,300.28,7.0,0.62,9.42,-1.07,0.52,15-11-1998,2.0,0.49266886848783303,0.7970675473951332,0.3999999999999999,5
2233,10.012,-75.617,Atlantic,Netherlands Antilles and south Caribbean,Sheltered,0.1949,51.73,8,2005,75.0,302.26,1.0,0.0,6.3,-0.17,0.69,15-08-2005,2.0,0.5185869159576045,0.8074347663830418,1.0,13
2332,14.15,145.2,Pacific,Marianas,Exposed,0.0204,59.99,7,2001,75.0,301.4,3.0,0.09,2.54,0,0.47,15-07-2001,2.0,0.47208370652336096,0.7888334826093444,0.7999999999999999,10
2335,14.133,145.158,Pacific,Marianas,Sheltered,0.0205,59.99,7,2001,75.0,301.42,3.0,0.11,1.87,0.04,0.49,15-07-2001,2.0,0.46962335796387494,0.78784934318555,0.7999999999999999,10
2374,-12.2755,43.75,Indian,Mayotte and Comoros,Exposed,0.039,39.65,5,1998,75.0,300.72,8.0,0.56,5.42,-0.68,0.66,15-05-1998,2.0,0.48232254814151476,0.7929290192566059,0.29999999999999993,4
2385,-18.8667,-159.75,Pacific,Cook Islands south-west Pacific,Exposed,0.0226,52.61,4,2000,75.0,299.87,3.0,0.8,0.0,0.38,0.66,15-04-2000,2.0,0.43188834154351363,0.7727553366174055,0.7999999999999999,10
