Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Bleaching_Severity_Int,Thermal_Stress_Index,Bleaching_Impact,Wind_Mitigation,Bleaching_Duration_weeks
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,5.5,300.81,5.0,-0.04,0.0,-2.84,0.24,15-03-2006,1.0,0.4337931034482757,0.1735172413793103,0.6,2
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,6,2005,5.5,300.81,4.0,0.36,3.18,-0.41,0.24,15-06-2005,1.0,0.4656543887147333,0.18626175548589333,0.7,2
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,9,2005,5.5,300.81,4.0,1.57,7.61,1.41,0.24,15-09-2005,1.0,0.5325489811912224,0.21301959247648897,0.7,2
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,9,2005,5.5,300.81,4.0,1.57,7.61,1.41,0.24,15-09-2005,1.0,0.5325489811912224,0.21301959247648897,0.7,2
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Exposed,0.0392,46.93,2,2005,5.5,300.78,4.0,-0.18,0.0,-3.16,0.81,15-02-2005,1.0,0.4279802955665008,0.17119211822660033,0.7,2
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Exposed,0.0392,46.93,5,2005,5.5,300.78,4.0,0.71,0.0,-0.66,0.81,15-05-2005,1.0,0.4586699507389146,0.18346798029556585,0.7,2
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,7,2005,5.5,300.88,5.0,0.53,3.56,-0.02,0.22,15-07-2005,1.0,0.4759743991640537,0.1903897596656215,0.6,2
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,7,2005,5.5,300.88,5.0,0.53,3.56,-0.02,0.22,15-07-2005,1.0,0.4759743991640537,0.1903897596656215,0.6,2
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,8,2005,5.5,300.88,4.0,1.0,4.58,0.8,0.22,15-08-2005,1.0,0.4979767502612324,0.19919070010449297,0.7,2
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,11,2005,5.5,300.88,7.0,-1.32,6.63,-2.28,0.22,15-11-2005,1.0,0.42962447753395966,0.17184979101358389,0.3999999999999999,1
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,11,2005,5.5,300.88,7.0,-1.32,6.63,-2.28,0.22,15-11-2005,1.0,0.42962447753395966,0.17184979101358389,0.3999999999999999,1
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4.0,0.51,0.72,-0.91,0.24,15-05-2005,1.0,0.45914838035527633,0.18365935214211054,0.7,2
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4.0,0.51,0.72,-0.91,0.24,15-05-2005,1.0,0.45914838035527633,0.18365935214211054,0.7,2
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4.0,0.91,4.6,0.71,0.24,15-08-2005,1.0,0.4949869383490067,0.1979947753396027,0.7,2
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4.0,0.91,4.6,0.71,0.24,15-08-2005,1.0,0.4949869383490067,0.1979947753396027,0.7,2
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4.0,0.91,4.6,0.71,0.24,15-08-2005,1.0,0.4949869383490067,0.1979947753396027,0.7,2
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,11,2005,5.5,300.88,7.0,-1.51,5.39,-2.46,0.24,15-11-2005,1.0,0.41602729885057416,0.16641091954022968,0.3999999999999999,1
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,11,2005,5.5,300.88,7.0,-1.51,5.39,-2.46,0.24,15-11-2005,1.0,0.41602729885057416,0.16641091954022968,0.3999999999999999,1
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,2,2006,5.5,300.78,5.0,0.16,0.0,-2.79,0.81,15-02-2006,1.0,0.4397044334975353,0.17588177339901412,0.6,2
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4.0,0.71,0.0,-0.66,0.81,15-05-2005,1.0,0.4586699507389146,0.18346798029556585,0.7,2
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,8,2005,5.5,300.78,3.0,1.45,6.73,1.38,0.81,15-08-2005,1.0,0.5224258284818613,0.2089703313927445,0.7999999999999999,3
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5.0,0.26,2.17,-0.88,0.81,15-11-2004,1.0,0.4554822548141497,0.1821929019256599,0.6,2
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5.0,0.26,2.17,-0.88,0.81,15-11-2004,1.0,0.4554822548141497,0.1821929019256599,0.6,2
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5.0,-1.55,0.0,-3.7,0.81,15-12-2005,1.0,0.38073891625615597,0.1522955665024624,0.6,1
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5.0,-1.55,0.0,-3.7,0.81,15-12-2005,1.0,0.38073891625615597,0.1522955665024624,0.6,1
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,6,2005,5.5,300.78,4.0,0.03,0.0,-0.71,0.81,15-06-2005,1.0,0.43522167487684565,0.17408866995073827,0.7,2
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,6,2005,5.5,300.78,4.0,0.03,0.0,-0.71,0.81,15-06-2005,1.0,0.43522167487684565,0.17408866995073827,0.7,2
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,5.5,300.78,4.0,1.66,11.76,1.63,0.81,15-09-2005,1.0,0.5582467532467515,0.22329870129870064,0.7,3
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,5.5,300.78,4.0,1.66,11.76,1.63,0.81,15-09-2005,1.0,0.5582467532467515,0.22329870129870064,0.7,3
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3.0,0.1,3.37,-0.32,0.81,15-10-2004,1.0,0.4567831952530212,0.1827132781012085,0.7999999999999999,2
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3.0,0.1,3.37,-0.32,0.81,15-10-2004,1.0,0.4567831952530212,0.1827132781012085,0.7999999999999999,2
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5.0,0.26,2.17,-0.88,0.81,15-11-2004,1.0,0.4554822548141497,0.1821929019256599,0.6,2
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5.0,0.26,2.17,-0.88,0.81,15-11-2004,1.0,0.4554822548141497,0.1821929019256599,0.6,2
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5.0,-1.55,0.0,-3.7,0.81,15-12-2005,1.0,0.38073891625615597,0.1522955665024624,0.6,1
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5.0,-1.55,0.0,-3.7,0.81,15-12-2005,1.0,0.38073891625615597,0.1522955665024624,0.6,1
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47.0,3,2005,5.5,300.83,6.0,-0.61,0.0,-3.41,0.2,15-03-2005,1.0,0.41479474548439954,0.16591789819375982,0.4999999999999999,1
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47.0,5,2005,5.5,300.83,4.0,0.94,0.0,-0.74,0.2,15-05-2005,1.0,0.46824302134646856,0.18729720853858745,0.7,2
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47.0,10,2004,5.5,300.83,3.0,-0.07,0.0,-0.72,0.2,15-10-2004,1.0,0.433415435139572,0.1733661740558288,0.7999999999999999,2
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47.0,10,2004,5.5,300.83,3.0,-0.07,0.0,-0.72,0.2,15-10-2004,1.0,0.433415435139572,0.1733661740558288,0.7999999999999999,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,2,2005,5.5,300.78,4.0,-0.18,0.0,-3.16,0.81,15-02-2005,1.0,0.4279802955665008,0.17119211822660033,0.7,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,2,2005,5.5,300.78,4.0,-0.18,0.0,-3.16,0.81,15-02-2005,1.0,0.4279802955665008,0.17119211822660033,0.7,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,5,2006,5.5,300.78,4.0,0.1,0.0,-1.29,0.81,15-05-2006,1.0,0.4376354679802939,0.17505418719211757,0.7,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,5,2005,5.5,300.78,4.0,0.71,0.0,-0.66,0.81,15-05-2005,1.0,0.4586699507389146,0.18346798029556585,0.7,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,6,2006,5.5,300.78,3.0,0.23,0.0,-0.53,0.81,15-06-2006,1.0,0.44211822660098354,0.17684729064039342,0.7999999999999999,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,6,2005,5.5,300.78,4.0,0.03,0.0,-0.71,0.81,15-06-2005,1.0,0.43522167487684565,0.17408866995073827,0.7,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,6,2005,5.5,300.78,4.0,0.03,0.0,-0.71,0.81,15-06-2005,1.0,0.43522167487684565,0.17408866995073827,0.7,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,10,2004,5.5,300.78,3.0,0.1,3.37,-0.32,0.81,15-10-2004,1.0,0.4567831952530212,0.1827132781012085,0.7999999999999999,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,10,2004,5.5,300.78,3.0,0.1,3.37,-0.32,0.81,15-10-2004,1.0,0.4567831952530212,0.1827132781012085,0.7999999999999999,2
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,10,2004,5.5,300.78,3.0,0.1,3.37,-0.32,0.81,15-10-2004,1.0,0.4567831952530212,0.1827132781012085,0.7999999999999999,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,2,2005,5.5,300.78,4.0,-0.18,0.0,-3.16,0.81,15-02-2005,1.0,0.4279802955665008,0.17119211822660033,0.7,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,3,2006,5.5,300.78,5.0,0.07,0.0,-2.53,0.81,15-03-2006,1.0,0.43660098522167323,0.1746403940886693,0.6,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,3,2006,5.5,300.78,5.0,0.07,0.0,-2.53,0.81,15-03-2006,1.0,0.43660098522167323,0.1746403940886693,0.6,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4.0,0.71,0.0,-0.66,0.81,15-05-2005,1.0,0.4586699507389146,0.18346798029556585,0.7,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4.0,0.71,0.0,-0.66,0.81,15-05-2005,1.0,0.4586699507389146,0.18346798029556585,0.7,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4.0,0.71,0.0,-0.66,0.81,15-05-2005,1.0,0.4586699507389146,0.18346798029556585,0.7,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,5.5,300.78,4.0,1.66,11.76,1.63,0.81,15-09-2005,1.0,0.5582467532467515,0.22329870129870064,0.7,3
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3.0,0.1,3.37,-0.32,0.81,15-10-2004,1.0,0.4567831952530212,0.1827132781012085,0.7999999999999999,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3.0,0.1,3.37,-0.32,0.81,15-10-2004,1.0,0.4567831952530212,0.1827132781012085,0.7999999999999999,2
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5.0,-1.55,0.0,-3.7,0.81,15-12-2005,1.0,0.38073891625615597,0.1522955665024624,0.6,1
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,2,2005,5.5,300.83,4.0,-0.47,0.0,-3.53,0.2,15-02-2005,1.0,0.41962233169129615,0.16784893267651846,0.7,2
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,2,2005,5.5,300.83,4.0,-0.47,0.0,-3.53,0.2,15-02-2005,1.0,0.41962233169129615,0.16784893267651846,0.7,2
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,2,2005,5.5,300.83,4.0,-0.47,0.0,-3.53,0.2,15-02-2005,1.0,0.41962233169129615,0.16784893267651846,0.7,2
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,3,2005,5.5,300.83,6.0,-0.61,0.0,-3.41,0.2,15-03-2005,1.0,0.41479474548439954,0.16591789819375982,0.4999999999999999,1
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,8,2005,5.5,300.83,3.0,0.16,2.17,0.09,0.2,15-08-2005,1.0,0.45367601507687605,0.18147040603075043,0.7999999999999999,2
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,10,2004,5.5,300.83,3.0,-0.07,0.0,-0.72,0.2,15-10-2004,1.0,0.433415435139572,0.1733661740558288,0.7999999999999999,2
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,5.5,300.81,4.0,-0.3,0.27,-3.33,0.36,15-02-2005,1.0,0.42636167711598727,0.1705446708463949,0.7,2
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,5.5,300.81,4.0,-0.3,0.27,-3.33,0.36,15-02-2005,1.0,0.42636167711598727,0.1705446708463949,0.7,2
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,10,2004,5.5,300.81,3.0,0.56,1.63,0,0.36,15-10-2004,1.0,0.4637441222570531,0.18549764890282125,0.7999999999999999,2
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,2,2005,5.5,300.76,4.0,-0.11,1.07,-3.16,0.68,15-02-2005,1.0,0.43581681967457764,0.17432672786983106,0.7,2
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,2,2006,5.5,300.76,5.0,-0.19,0.0,-3.21,0.68,15-02-2006,1.0,0.426978653530377,0.17079146141215082,0.6,2
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,3,2006,5.5,300.76,5.0,0.0,0.0,-2.63,0.68,15-03-2006,1.0,0.43353037766830804,0.17341215106732322,0.6,2
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,5,2005,5.5,300.76,4.0,0.78,0.0,-0.71,0.68,15-05-2005,1.0,0.46042692939244595,0.18417077175697838,0.7,2
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,5,2005,5.5,300.76,4.0,0.78,0.0,-0.71,0.68,15-05-2005,1.0,0.46042692939244595,0.18417077175697838,0.7,2
6421,19.9321,-87.4342,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,11,2004,5.5,300.81,5.0,-0.21,0.0,-1.56,0.24,15-11-2004,1.0,0.42793103448275843,0.17117241379310338,0.6,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,3,2006,5.5,300.88,6.0,-0.24,0.0,-2.77,0.22,15-03-2006,1.0,0.42919540229885,0.17167816091954002,0.4999999999999999,1
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2006,5.5,300.88,5.0,1.03,0.0,-0.42,0.22,15-05-2006,1.0,0.4729885057471258,0.18919540229885035,0.6,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2006,5.5,300.88,5.0,1.03,0.0,-0.42,0.22,15-05-2006,1.0,0.4729885057471258,0.18919540229885035,0.6,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,6,2006,5.5,300.88,5.0,0.44,0.55,-0.5,0.22,15-06-2006,1.0,0.4557686781609189,0.18230747126436758,0.6,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,7,2005,5.5,300.88,5.0,0.53,3.56,-0.02,0.22,15-07-2005,1.0,0.4759743991640537,0.1903897596656215,0.6,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,5.5,300.88,4.0,1.0,4.58,0.8,0.22,15-08-2005,1.0,0.4979767502612324,0.19919070010449297,0.7,2
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,5.5,300.88,4.0,1.0,4.58,0.8,0.22,15-08-2005,1.0,0.4979767502612324,0.19919070010449297,0.7,2
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,5.5,300.88,6.0,-0.25,0.0,-2.78,0.24,15-03-2006,1.0,0.4288505747126431,0.17154022988505724,0.4999999999999999,1
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4.0,0.51,0.72,-0.91,0.24,15-05-2005,1.0,0.45914838035527633,0.18365935214211054,0.7,2
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4.0,0.91,4.6,0.71,0.24,15-08-2005,1.0,0.4949869383490067,0.1979947753396027,0.7,2
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,12,2005,5.5,300.88,6.0,-0.34,0.88,-2.4,0.24,15-12-2005,1.0,0.43074712643678104,0.17229885057471242,0.4999999999999999,1
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,3,2006,5.5,300.88,6.0,-0.24,0.0,-2.77,0.22,15-03-2006,1.0,0.42919540229885,0.17167816091954002,0.4999999999999999,1
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,3,2006,5.5,300.88,6.0,-0.24,0.0,-2.77,0.22,15-03-2006,1.0,0.42919540229885,0.17167816091954002,0.4999999999999999,1
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,3,2006,5.5,300.88,6.0,-0.24,0.0,-2.77,0.22,15-03-2006,1.0,0.42919540229885,0.17167816091954002,0.4999999999999999,1
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,5.5,300.88,4.0,1.0,4.58,0.8,0.22,15-08-2005,1.0,0.4979767502612324,0.19919070010449297,0.7,2
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,5.5,300.88,4.0,1.0,4.58,0.8,0.22,15-08-2005,1.0,0.4979767502612324,0.19919070010449297,0.7,2
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,11,2005,5.5,300.88,7.0,-1.32,6.63,-2.28,0.22,15-11-2005,1.0,0.42962447753395966,0.17184979101358389,0.3999999999999999,1
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,11,2005,5.5,300.88,7.0,-1.32,6.63,-2.28,0.22,15-11-2005,1.0,0.42962447753395966,0.17184979101358389,0.3999999999999999,1
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,3,2006,5.5,300.88,6.0,-0.24,0.0,-2.77,0.22,15-03-2006,1.0,0.42919540229885,0.17167816091954002,0.4999999999999999,1
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,3,2006,5.5,300.88,6.0,-0.24,0.0,-2.77,0.22,15-03-2006,1.0,0.42919540229885,0.17167816091954002,0.4999999999999999,1
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4.0,0.42,1.08,-1,0.22,15-05-2005,1.0,0.45809038662486884,0.18323615464994755,0.7,2
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,6,2005,5.5,300.88,5.0,1.24,2.12,0.31,0.22,15-06-2005,1.0,0.4922753396029252,0.1969101358411701,0.6,2
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,8,2005,5.5,300.88,4.0,1.0,4.58,0.8,0.22,15-08-2005,1.0,0.4979767502612324,0.19919070010449297,0.7,2
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,8,2005,5.5,300.88,4.0,1.0,4.58,0.8,0.22,15-08-2005,1.0,0.4979767502612324,0.19919070010449297,0.7,2
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,9,2005,5.5,300.88,4.0,1.48,7.12,1.48,0.22,15-09-2005,1.0,0.5289602925809815,0.21158411703239263,0.7,2
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,11,2005,5.5,300.88,7.0,-1.32,6.63,-2.28,0.22,15-11-2005,1.0,0.42962447753395966,0.17184979101358389,0.3999999999999999,1
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,5.5,300.88,6.0,-0.25,0.0,-2.78,0.24,15-03-2006,1.0,0.4288505747126431,0.17154022988505724,0.4999999999999999,1
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,5.5,300.88,6.0,-0.25,0.0,-2.78,0.24,15-03-2006,1.0,0.4288505747126431,0.17154022988505724,0.4999999999999999,1
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4.0,0.51,0.72,-0.91,0.24,15-05-2005,1.0,0.45914838035527633,0.18365935214211054,0.7,2
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4.0,0.51,0.72,-0.91,0.24,15-05-2005,1.0,0.45914838035527633,0.18365935214211054,0.7,2
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4.0,0.51,0.72,-0.91,0.24,15-05-2005,1.0,0.45914838035527633,0.18365935214211054,0.7,2
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4.0,0.91,4.6,0.71,0.24,15-08-2005,1.0,0.4949869383490067,0.1979947753396027,0.7,2
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4.0,0.91,4.6,0.71,0.24,15-08-2005,1.0,0.4949869383490067,0.1979947753396027,0.7,2
6430,18.6347,-87.7188,Atlantic,Belize and west Caribbean,Sometimes,0.028,50.37,3,2006,5.5,300.87,6.0,-0.23,0.0,-2.79,0.25,15-03-2006,1.0,0.4292118226600984,0.17168472906403937,0.4999999999999999,1
6430,18.6347,-87.7188,Atlantic,Belize and west Caribbean,Sometimes,0.028,50.37,3,2006,5.5,300.87,6.0,-0.23,0.0,-2.79,0.25,15-03-2006,1.0,0.4292118226600984,0.17168472906403937,0.4999999999999999,1
6430,18.6347,-87.7188,Atlantic,Belize and west Caribbean,Sometimes,0.028,50.37,6,2005,5.5,300.87,5.0,1.06,2.12,0.18,0.25,15-06-2005,1.0,0.4857400358262426,0.19429601433049704,0.6,2
